,usageDateId,meteringPointTypeCode,productionGroup,installedCapacity
986529,2024-07-11,E18,thermal,6340.0
986530,2024-07-11,E19,solar,948.0
986531,2024-07-11,E19,other,52.0
986532,2024-07-11,E18,wind,3750.0
987175,2024-07-12,E18,hydro,221501.0
987176,2024-07-12,E18,wind,3750.0
987177,2024-07-12,E19,solar,948.0
987178,2024-07-12,E18,thermal,6340.0
987179,2024-07-12,E19,other,52.0
988256,2024-07-13,E18,wind,3750.0
988257,2024-07-13,E18,thermal,6340.0
988258,2024-07-13,E18,hydro,221501.0
988259,2024-07-13,E19,solar,948.0
988260,2024-07-13,E19,other,52.0
989034,2024-07-14,E19,other,52.0
989035,2024-07-14,E18,wind,3750.0
989036,2024-07-14,E19,solar,948.0
989037,2024-07-14,E18,hydro,221501.0
989038,2024-07-14,E18,thermal,6340.0
989937,2024-07-15,E18,hydro,221501.0
989938,2024-07-15,E18,wind,3750.0
989939,2024-07-15,E19,solar,948.0
989940,2024-07-15,E18,thermal,6340.0
989941,2024-07-15,E19,other,52.0
990441,2024-07-16,E19,other,52.0
990442,2024-07-16,E18,hydro,221501.0
990443,2024-07-16,E19,solar,948.0
990444,2024-07-16,E18,wind,3750.0
990445,2024-07-16,E18,thermal,6340.0
991467,2024-07-17,E18,hydro,221501.0
991468,2024-07-17,E18,wind,3750.0
991469,2024-07-17,E18,thermal,6340.0
991470,2024-07-17,E19,other,52.0
991471,2024-07-17,E19,solar,948.0
992358,2024-07-18,E18,hydro,221501.0
992359,2024-07-18,E18,thermal,6340.0
992360,2024-07-18,E19,other,52.0
992361,2024-07-18,E19,solar,1648.0
992362,2024-07-18,E18,wind,3750.0
993401,2024-07-19,E19,other,52.0
993402,2024-07-19,E18,wind,3750.0
993403,2024-07-19,E19,solar,1648.0
993404,2024-07-19,E18,hydro,221501.0
993405,2024-07-19,E18,thermal,6340.0
994049,2024-07-20,E18,hydro,221501.0
994050,2024-07-20,E19,solar,1648.0
994051,2024-07-20,E18,wind,3750.0
994052,2024-07-20,E19,other,52.0
994053,2024-07-20,E18,thermal,6340.0
995251,2024-07-21,E18,thermal,6340.0
995252,2024-07-21,E18,hydro,221501.0
995253,2024-07-21,E19,solar,1648.0
995254,2024-07-21,E18,wind,3750.0
995255,2024-07-21,E19,other,52.0
995453,2024-07-22,E18,hydro,221501.0
995454,2024-07-22,E18,wind,3750.0
995455,2024-07-22,E18,thermal,6340.0
995456,2024-07-22,E19,solar,1648.0
995457,2024-07-22,E19,other,52.0
996606,2024-07-23,E18,hydro,221501.0
996607,2024-07-23,E18,wind,3750.0
996608,2024-07-23,E19,other,52.0
996609,2024-07-23,E19,solar,1648.0
996610,2024-07-23,E18,thermal,6340.0
997488,2024-07-24,E18,wind,3750.0
997489,2024-07-24,E19,solar,1648.0
997490,2024-07-24,E19,other,52.0
997491,2024-07-24,E18,thermal,6340.0
997492,2024-07-24,E18,hydro,221501.0
998144,2024-07-25,E19,other,52.0
998145,2024-07-25,E19,solar,1648.0
998146,2024-07-25,E18,hydro,221501.0
998147,2024-07-25,E18,wind,3750.0
998148,2024-07-25,E18,thermal,6340.0
998976,2024-07-26,E19,other,52.0
998977,2024-07-26,E19,solar,1648.0
998978,2024-07-26,E18,wind,3750.0
998979,2024-07-26,E18,hydro,221501.0
998980,2024-07-26,E18,thermal,6340.0
1000020,2024-07-27,E18,wind,3750.0
1000021,2024-07-27,E18,hydro,221501.0
1000022,2024-07-27,E19,solar,1648.0
1000023,2024-07-27,E18,thermal,6340.0
1000024,2024-07-27,E19,other,52.0
1000588,2024-07-28,E18,wind,3750.0
1000589,2024-07-28,E19,solar,1648.0
1000590,2024-07-28,E18,hydro,221501.0
1000591,2024-07-28,E19,other,52.0
1000592,2024-07-28,E18,thermal,6340.0
1001443,2024-07-29,E18,wind,3750.0
1001444,2024-07-29,E18,thermal,6340.0
1001445,2024-07-29,E19,other,52.0
1001446,2024-07-29,E18,hydro,221501.0
1001447,2024-07-29,E19,solar,1648.0
1002395,2024-07-30,E19,other,52.0
1002396,2024-07-30,E18,thermal,6340.0
1002397,2024-07-30,E18,hydro,221501.0
1002398,2024-07-30,E19,solar,1648.0
1002399,2024-07-30,E18,wind,3750.0
1003400,2024-07-31,E18,hydro,221501.0
1003401,2024-07-31,E18,wind,3750.0
1003402,2024-07-31,E19,other,52.0
1003403,2024-07-31,E18,thermal,6340.0
1003404,2024-07-31,E19,solar,1648.0
1004777,2024-08-01,E18,wind,3750.0
1004778,2024-08-01,E18,thermal,6340.0
1004779,2024-08-01,E19,other,52.0
1004780,2024-08-01,E19,solar,1648.0
1004781,2024-08-01,E18,hydro,221501.0
1004866,2024-08-02,E18,hydro,221501.0
1004867,2024-08-02,E18,thermal,6340.0
1004868,2024-08-02,E18,wind,3750.0
1004869,2024-08-02,E19,solar,1648.0
1004870,2024-08-02,E19,other,52.0
1006220,2024-08-03,E19,solar,1648.0
1006221,2024-08-03,E18,wind,3750.0
1006222,2024-08-03,E18,hydro,221501.0
1006223,2024-08-03,E18,thermal,6340.0
1006224,2024-08-03,E19,other,52.0
1006925,2024-08-04,E19,other,52.0
1006926,2024-08-04,E18,thermal,6340.0
1006927,2024-08-04,E18,wind,3750.0
1006928,2024-08-04,E19,solar,1648.0
1006929,2024-08-04,E18,hydro,221501.0
1007440,2024-08-05,E18,wind,3750.0
1007441,2024-08-05,E18,hydro,221501.0
1007442,2024-08-05,E19,other,52.0
1007443,2024-08-05,E19,solar,1648.0
1007444,2024-08-05,E18,thermal,6340.0
1008294,2024-08-06,E18,wind,3750.0
1008295,2024-08-06,E18,hydro,221501.0
1008296,2024-08-06,E19,solar,1648.0
1008297,2024-08-06,E19,other,52.0
1008298,2024-08-06,E18,thermal,6340.0
1009753,2024-08-07,E18,wind,3750.0
1009754,2024-08-07,E18,thermal,6340.0
1009755,2024-08-07,E19,solar,1648.0
1009756,2024-08-07,E18,hydro,221501.0
1009757,2024-08-07,E19,other,52.0
1010511,2024-08-08,E19,other,52.0
1010512,2024-08-08,E18,hydro,221501.0
1010513,2024-08-08,E19,solar,1648.0
1010514,2024-08-08,E18,wind,3750.0
1010515,2024-08-08,E18,thermal,6340.0
1010869,2024-08-09,E19,solar,1648.0
1010870,2024-08-09,E18,hydro,221501.0
1010871,2024-08-09,E18,wind,3750.0
1010872,2024-08-09,E19,other,52.0
1010873,2024-08-09,E18,thermal,6340.0
1011722,2024-08-10,E18,wind,3750.0
1011723,2024-08-10,E19,other,52.0
1011724,2024-08-10,E19,solar,1648.0
1011725,2024-08-10,E18,thermal,6340.0
1011726,2024-08-10,E18,hydro,221501.0
1012582,2024-08-11,E18,hydro,221501.0
1012583,2024-08-11,E19,solar,1648.0
1012584,2024-08-11,E18,wind,3750.0
1012585,2024-08-11,E19,other,52.0
1012586,2024-08-11,E18,thermal,6340.0
1013707,2024-08-12,E19,solar,1648.0
1013708,2024-08-12,E19,other,52.0
1013709,2024-08-12,E18,thermal,6340.0
1013710,2024-08-12,E18,hydro,221501.0
1013711,2024-08-12,E18,wind,3750.0
1014565,2024-08-13,E18,hydro,221501.0
1014566,2024-08-13,E19,other,52.0
1014567,2024-08-13,E18,wind,3750.0
1014568,2024-08-13,E18,thermal,6340.0
1014569,2024-08-13,E19,solar,1648.0
1015159,2024-08-14,E19,solar,1648.0
1015160,2024-08-14,E18,hydro,221501.0
1015161,2024-08-14,E19,other,52.0
1015162,2024-08-14,E18,thermal,6340.0
1015163,2024-08-14,E18,wind,3750.0
1016484,2024-08-15,E18,hydro,221501.0
1016485,2024-08-15,E18,thermal,6340.0
1016486,2024-08-15,E19,solar,1700.0
1016487,2024-08-15,E18,wind,3750.0
1016867,2024-08-16,E18,wind,3750.0
1016868,2024-08-16,E19,solar,1700.0
1016869,2024-08-16,E18,thermal,6340.0
1016870,2024-08-16,E18,hydro,221501.0
1018067,2024-08-17,E18,thermal,6340.0
1018068,2024-08-17,E19,solar,1700.0
1018069,2024-08-17,E18,hydro,221501.0
1018070,2024-08-17,E18,wind,3750.0
1019017,2024-08-18,E18,wind,3750.0
1019018,2024-08-18,E19,solar,1709.0
1019019,2024-08-18,E18,thermal,6340.0
1019020,2024-08-18,E18,hydro,221501.0
1019431,2024-08-19,E18,hydro,221501.0
1019432,2024-08-19,E18,wind,3750.0
1019433,2024-08-19,E19,solar,1709.0
1019434,2024-08-19,E18,thermal,6340.0
1020552,2024-08-20,E19,solar,1709.0
1020553,2024-08-20,E18,wind,3750.0
1020554,2024-08-20,E18,thermal,6340.0
1020555,2024-08-20,E18,hydro,221501.0
1021212,2024-08-21,E18,thermal,6340.0
1021213,2024-08-21,E18,hydro,221501.0
1021214,2024-08-21,E19,solar,1709.0
1021215,2024-08-21,E18,wind,3750.0
1022283,2024-08-22,E18,wind,3750.0
1022284,2024-08-22,E18,thermal,6340.0
1022285,2024-08-22,E18,hydro,221501.0
1022286,2024-08-22,E19,solar,1709.0
1022871,2024-08-23,E18,wind,3750.0
1022872,2024-08-23,E19,solar,1709.0
1022873,2024-08-23,E18,hydro,221501.0
1022874,2024-08-23,E18,thermal,6340.0
1023720,2024-08-24,E18,hydro,221501.0
1023721,2024-08-24,E18,wind,3750.0
1023722,2024-08-24,E18,thermal,6340.0
1023723,2024-08-24,E19,solar,1709.0
1025075,2024-08-25,E18,wind,3750.0
1025076,2024-08-25,E18,hydro,221501.0
1025077,2024-08-25,E19,solar,1709.0
1025078,2024-08-25,E18,thermal,6340.0
1025923,2024-08-26,E19,solar,1709.0
1025924,2024-08-26,E18,hydro,221501.0
1025925,2024-08-26,E18,thermal,6340.0
1025926,2024-08-26,E18,wind,3750.0
1026285,2024-08-27,E18,hydro,221501.0
1026286,2024-08-27,E19,solar,1709.0
1026287,2024-08-27,E18,wind,3750.0
1026288,2024-08-27,E18,thermal,6340.0
1027449,2024-08-28,E18,wind,3750.0
1027450,2024-08-28,E18,thermal,6340.0
1027451,2024-08-28,E19,solar,1709.0
1027452,2024-08-28,E18,hydro,221501.0
1028337,2024-08-29,E18,thermal,6340.0
1028338,2024-08-29,E18,hydro,221501.0
1028339,2024-08-29,E19,solar,1709.0
1028340,2024-08-29,E18,wind,3750.0
1029308,2024-08-30,E18,hydro,221501.0
1029309,2024-08-30,E18,wind,3750.0
1029310,2024-08-30,E18,thermal,6340.0
1029311,2024-08-30,E19,solar,1709.0
1029999,2024-08-31,E18,wind,3750.0
1030000,2024-08-31,E18,hydro,221501.0
1030001,2024-08-31,E18,thermal,6340.0
1030002,2024-08-31,E19,solar,1709.0
1030778,2024-09-01,E18,hydro,221501.0
1030779,2024-09-01,E18,thermal,6340.0
1030780,2024-09-01,E18,wind,3750.0
1030781,2024-09-01,E19,solar,1709.0
1031437,2024-09-02,E18,wind,3750.0
1031438,2024-09-02,E18,thermal,6340.0
1031439,2024-09-02,E18,hydro,221501.0
1031440,2024-09-02,E19,solar,1709.0
1032783,2024-09-03,E18,wind,3750.0
1032784,2024-09-03,E19,solar,1709.0
1032785,2024-09-03,E18,hydro,221501.0
1032786,2024-09-03,E18,thermal,6340.0
1033144,2024-09-04,E19,solar,1709.0
1033145,2024-09-04,E18,hydro,221501.0
1033146,2024-09-04,E18,wind,3750.0
1033147,2024-09-04,E18,thermal,6340.0
1034002,2024-09-05,E18,hydro,221501.0
1034003,2024-09-05,E18,wind,3750.0
1034004,2024-09-05,E18,thermal,6340.0
1034005,2024-09-05,E19,solar,1709.0
1035475,2024-09-06,E19,solar,1709.0
1035476,2024-09-06,E18,hydro,221501.0
1035477,2024-09-06,E18,wind,3750.0
1035478,2024-09-06,E18,thermal,6340.0
1036216,2024-09-07,E19,solar,1709.0
1036217,2024-09-07,E18,hydro,221501.0
1036218,2024-09-07,E18,wind,3750.0
1036219,2024-09-07,E18,thermal,6340.0
1036874,2024-09-08,E19,solar,1709.0
1036875,2024-09-08,E18,hydro,221501.0
1036876,2024-09-08,E18,wind,3750.0
1036877,2024-09-08,E18,thermal,6340.0
1037761,2024-09-09,E18,thermal,6340.0
1037762,2024-09-09,E18,hydro,221501.0
1037763,2024-09-09,E18,wind,3750.0
1037764,2024-09-09,E19,solar,1709.0
1038775,2024-09-10,E18,hydro,221501.0
1038776,2024-09-10,E18,wind,3750.0
1038777,2024-09-10,E19,solar,1709.0
1038778,2024-09-10,E18,thermal,6340.0
1039160,2024-09-11,E18,wind,3750.0
1039161,2024-09-11,E19,solar,1709.0
1039162,2024-09-11,E18,thermal,6340.0
1039163,2024-09-11,E18,hydro,221501.0
1040771,2024-09-12,E19,solar,1709.0
1040772,2024-09-12,E18,wind,3750.0
1040773,2024-09-12,E18,hydro,221501.0
1040774,2024-09-12,E18,thermal,6340.0
1041166,2024-09-13,E18,hydro,221501.0
1041167,2024-09-13,E18,thermal,6340.0
1041168,2024-09-13,E19,solar,1709.0
1041169,2024-09-13,E18,wind,3750.0
1042016,2024-09-14,E18,wind,3750.0
1042017,2024-09-14,E18,thermal,6340.0
1042018,2024-09-14,E18,hydro,221501.0
1042019,2024-09-14,E19,solar,1709.0
1042864,2024-09-15,E19,solar,1709.0
1042865,2024-09-15,E18,hydro,221501.0
1042866,2024-09-15,E18,thermal,6340.0
1042867,2024-09-15,E18,wind,3750.0
1043457,2024-09-16,E19,solar,1709.0
1043458,2024-09-16,E18,wind,3750.0
1043459,2024-09-16,E18,thermal,6340.0
1043460,2024-09-16,E18,hydro,221501.0
1044569,2024-09-17,E19,solar,1709.0
1044570,2024-09-17,E18,wind,3750.0
1044571,2024-09-17,E18,thermal,6340.0
1044572,2024-09-17,E18,hydro,221501.0
1045462,2024-09-18,E19,solar,1709.0
1045463,2024-09-18,E18,wind,3750.0
1045464,2024-09-18,E18,thermal,6340.0
1045465,2024-09-18,E18,hydro,221501.0
1046042,2024-09-19,E18,hydro,221501.0
1046043,2024-09-19,E18,thermal,6340.0
1046044,2024-09-19,E19,solar,1709.0
1046045,2024-09-19,E18,wind,3750.0
1046902,2024-09-20,E19,solar,1709.0
1046903,2024-09-20,E18,wind,3750.0
1046904,2024-09-20,E18,thermal,6340.0
1046905,2024-09-20,E18,hydro,221501.0
1048343,2024-09-21,E18,wind,3750.0
1048344,2024-09-21,E18,thermal,6340.0
1048345,2024-09-21,E18,hydro,221501.0
1048346,2024-09-21,E19,solar,1709.0
1049084,2024-09-22,E18,hydro,221501.0
1049085,2024-09-22,E18,thermal,6340.0
1049086,2024-09-22,E19,solar,1709.0
1049087,2024-09-22,E18,wind,3750.0
1049823,2024-09-23,E18,thermal,6340.0
1049824,2024-09-23,E18,wind,3750.0
1049825,2024-09-23,E18,hydro,221501.0
1049826,2024-09-23,E19,solar,1709.0
1050348,2024-09-24,E18,wind,3750.0
1050349,2024-09-24,E18,hydro,221501.0
1050350,2024-09-24,E18,thermal,6340.0
1050351,2024-09-24,E19,solar,1709.0
1051205,2024-09-25,E18,wind,3750.0
1051206,2024-09-25,E18,thermal,6340.0
1051207,2024-09-25,E18,hydro,221501.0
1051208,2024-09-25,E19,solar,1709.0
1052546,2024-09-26,E19,solar,1709.0
1052547,2024-09-26,E18,thermal,6340.0
1052548,2024-09-26,E18,hydro,221501.0
1052549,2024-09-26,E18,wind,3750.0
1053702,2024-09-27,E18,hydro,221501.0
1053703,2024-09-27,E19,solar,1709.0
1053704,2024-09-27,E18,wind,3750.0
1053705,2024-09-27,E18,thermal,6340.0
1054093,2024-09-28,E18,wind,3750.0
1054094,2024-09-28,E18,hydro,221501.0
1054095,2024-09-28,E18,thermal,6340.0
1054096,2024-09-28,E19,solar,1709.0
1054902,2024-09-29,E18,hydro,221501.0
1054903,2024-09-29,E18,wind,3750.0
1054904,2024-09-29,E19,solar,1709.0
1054905,2024-09-29,E18,thermal,6340.0
1055940,2024-09-30,E18,hydro,221501.0
1055941,2024-09-30,E18,thermal,6340.0
1055942,2024-09-30,E18,wind,3750.0
1055943,2024-09-30,E19,solar,1709.0
1056902,2024-10-01,E18,thermal,6340.0
1056903,2024-10-01,E18,hydro,221501.0
1056904,2024-10-01,E19,solar,1709.0
1056905,2024-10-01,E18,wind,3750.0
1057883,2024-10-02,E18,hydro,221501.0
1057884,2024-10-02,E19,solar,1709.0
1057885,2024-10-02,E18,thermal,6340.0
1057886,2024-10-02,E18,wind,3750.0
1058098,2024-10-03,E18,wind,3750.0
1058099,2024-10-03,E18,thermal,6340.0
1058100,2024-10-03,E19,solar,1709.0
1058101,2024-10-03,E18,hydro,221501.0
1058970,2024-10-04,E18,wind,3750.0
1058971,2024-10-04,E18,thermal,6340.0
1058972,2024-10-04,E19,solar,1717.0
1058973,2024-10-04,E18,hydro,221501.0
1060101,2024-10-05,E19,solar,1717.0
1060102,2024-10-05,E18,wind,3750.0
1060103,2024-10-05,E18,thermal,6340.0
1060104,2024-10-05,E18,hydro,221501.0
1061169,2024-10-06,E19,solar,1717.0
1061170,2024-10-06,E18,wind,3750.0
1061171,2024-10-06,E18,thermal,6340.0
1061172,2024-10-06,E18,hydro,221501.0
1061801,2024-10-07,E18,hydro,221501.0
1061802,2024-10-07,E18,wind,3750.0
1061803,2024-10-07,E19,solar,1717.0
1061804,2024-10-07,E18,thermal,6340.0
1062422,2024-10-08,E18,wind,3750.0
1062423,2024-10-08,E18,hydro,221501.0
1062424,2024-10-08,E19,solar,1717.0
1062425,2024-10-08,E18,thermal,6340.0
1063745,2024-10-09,E18,thermal,6340.0
1063746,2024-10-09,E18,wind,3750.0
1063747,2024-10-09,E18,hydro,221501.0
1063748,2024-10-09,E19,solar,1717.0
1064855,2024-10-10,E18,wind,3750.0
1064856,2024-10-10,E18,thermal,6340.0
1064857,2024-10-10,E18,hydro,221501.0
1064858,2024-10-10,E19,solar,1717.0
1065381,2024-10-11,E18,thermal,6340.0
1065382,2024-10-11,E19,solar,1717.0
1065383,2024-10-11,E18,wind,3750.0
1065384,2024-10-11,E18,hydro,221501.0
1066378,2024-10-12,E18,wind,3750.0
1066379,2024-10-12,E18,hydro,221501.0
1066380,2024-10-12,E18,thermal,6340.0
1066381,2024-10-12,E19,solar,1717.0
1067460,2024-10-13,E18,wind,3750.0
1067461,2024-10-13,E19,solar,1717.0
1067462,2024-10-13,E18,hydro,221501.0
1067463,2024-10-13,E18,thermal,6340.0
1067605,2024-10-14,E18,hydro,221501.0
1067606,2024-10-14,E18,thermal,6340.0
1067607,2024-10-14,E18,wind,3750.0
1067608,2024-10-14,E19,solar,1717.0
1068798,2024-10-15,E18,thermal,6340.0
1068799,2024-10-15,E19,solar,1717.0
1068800,2024-10-15,E18,wind,3750.0
1068801,2024-10-15,E18,hydro,221501.0
1069770,2024-10-16,E19,solar,1717.0
1069771,2024-10-16,E18,thermal,6340.0
1069772,2024-10-16,E18,hydro,221501.0
1069773,2024-10-16,E18,wind,3750.0
1070185,2024-10-17,E18,wind,3750.0
1070186,2024-10-17,E18,thermal,6340.0
1070187,2024-10-17,E18,hydro,221501.0
1070188,2024-10-17,E19,solar,1717.0
1071269,2024-10-18,E18,hydro,221501.0
1071270,2024-10-18,E18,thermal,6340.0
1071271,2024-10-18,E19,solar,1717.0
1071272,2024-10-18,E18,wind,3750.0
1072424,2024-10-19,E18,wind,3750.0
1072425,2024-10-19,E18,hydro,221501.0
1072426,2024-10-19,E18,thermal,6340.0
1072427,2024-10-19,E19,solar,1717.0
1073525,2024-10-20,E18,thermal,6340.0
1073526,2024-10-20,E18,wind,3750.0
1073527,2024-10-20,E19,solar,1717.0
1073528,2024-10-20,E18,hydro,221501.0
1073755,2024-10-21,E18,thermal,6340.0
1073756,2024-10-21,E18,hydro,221501.0
1073757,2024-10-21,E19,solar,1717.0
1073758,2024-10-21,E18,wind,3750.0
1074511,2024-10-22,E18,hydro,221501.0
1074512,2024-10-22,E18,thermal,6340.0
1074513,2024-10-22,E18,wind,3750.0
1074514,2024-10-22,E19,solar,1717.0
1075368,2024-10-23,E18,hydro,221501.0
1075369,2024-10-23,E18,wind,3750.0
1075370,2024-10-23,E19,solar,1717.0
1075371,2024-10-23,E18,thermal,6340.0
1076516,2024-10-24,E18,hydro,221501.0
1076517,2024-10-24,E19,solar,1717.0
1076518,2024-10-24,E18,wind,3750.0
1076519,2024-10-24,E18,thermal,6340.0
1077578,2024-10-25,E18,thermal,6340.0
1077579,2024-10-25,E18,wind,3750.0
1077580,2024-10-25,E19,solar,1717.0
1077581,2024-10-25,E18,hydro,221501.0
1078221,2024-10-26,E19,solar,1717.0
1078222,2024-10-26,E18,wind,3750.0
1078223,2024-10-26,E18,hydro,221501.0
1078224,2024-10-26,E18,thermal,6340.0
1078819,2024-10-27,E18,wind,3750.0
1078820,2024-10-27,E18,thermal,6340.0
1078821,2024-10-27,E19,solar,1717.0
1078822,2024-10-27,E18,hydro,221501.0
1079703,2024-10-28,E18,hydro,221501.0
1079704,2024-10-28,E19,solar,1717.0
1079705,2024-10-28,E18,thermal,6340.0
1079706,2024-10-28,E18,wind,3750.0
1080545,2024-10-29,E19,solar,1717.0
1080546,2024-10-29,E18,thermal,6340.0
1080547,2024-10-29,E18,hydro,221501.0
1080548,2024-10-29,E18,wind,3750.0
1081428,2024-10-30,E18,hydro,221501.0
1081429,2024-10-30,E18,thermal,6340.0
1081430,2024-10-30,E18,wind,3750.0
1081431,2024-10-30,E19,solar,1717.0
1082299,2024-10-31,E18,wind,3750.0
1082300,2024-10-31,E18,thermal,6340.0
1082301,2024-10-31,E19,solar,1717.0
1082302,2024-10-31,E18,hydro,221501.0
1083156,2024-11-01,E18,wind,3750.0
1083157,2024-11-01,E19,solar,1717.0
1083158,2024-11-01,E18,thermal,6340.0
1083159,2024-11-01,E18,hydro,221501.0
1084007,2024-11-02,E19,solar,1717.0
1084008,2024-11-02,E18,wind,3750.0
1084009,2024-11-02,E18,hydro,221501.0
1084010,2024-11-02,E18,thermal,6340.0
1085138,2024-11-03,E18,wind,3750.0
1085139,2024-11-03,E18,hydro,221501.0
1085140,2024-11-03,E19,solar,1717.0
1085141,2024-11-03,E18,thermal,6340.0
1086362,2024-11-04,E18,hydro,221501.0
1086363,2024-11-04,E19,solar,1717.0
1086364,2024-11-04,E18,thermal,6340.0
1086365,2024-11-04,E18,wind,3750.0
1086618,2024-11-05,E19,solar,1774.0
1086619,2024-11-05,E18,wind,3750.0
1086620,2024-11-05,E18,hydro,221501.0
1086621,2024-11-05,E18,thermal,6340.0
1087481,2024-11-06,E18,wind,3750.0
1087482,2024-11-06,E18,thermal,6340.0
1087483,2024-11-06,E18,hydro,221501.0
1087484,2024-11-06,E19,solar,1774.0
1088646,2024-11-07,E19,solar,1774.0
1088647,2024-11-07,E18,wind,3750.0
1088648,2024-11-07,E18,hydro,221501.0
1088649,2024-11-07,E18,thermal,6340.0
1089229,2024-11-08,E18,wind,3750.0
1089230,2024-11-08,E18,thermal,6340.0
1089231,2024-11-08,E18,hydro,221501.0
1089232,2024-11-08,E19,solar,1774.0
1090171,2024-11-09,E18,thermal,6340.0
1090172,2024-11-09,E19,solar,1774.0
1090173,2024-11-09,E18,hydro,221501.0
1090174,2024-11-09,E18,wind,3750.0
1091427,2024-11-10,E18,wind,3750.0
1091428,2024-11-10,E19,solar,1774.0
1091429,2024-11-10,E18,hydro,221501.0
1091430,2024-11-10,E18,thermal,6340.0
1091829,2024-11-11,E18,wind,3750.0
1091830,2024-11-11,E18,thermal,6340.0
1091831,2024-11-11,E19,solar,1774.0
1091832,2024-11-11,E18,hydro,221501.0
1093394,2024-11-12,E18,hydro,221501.0
1093395,2024-11-12,E18,wind,3750.0
1093396,2024-11-12,E18,thermal,6340.0
1093397,2024-11-12,E19,solar,1774.0
1093859,2024-11-13,E18,wind,3750.0
1093860,2024-11-13,E18,thermal,6340.0
1093861,2024-11-13,E19,solar,1774.0
1093862,2024-11-13,E18,hydro,221501.0
1094428,2024-11-14,E19,solar,1774.0
1094429,2024-11-14,E18,thermal,6340.0
1094430,2024-11-14,E18,hydro,221501.0
1094431,2024-11-14,E18,wind,3750.0
1095926,2024-11-15,E19,solar,1774.0
1095927,2024-11-15,E18,wind,3750.0
1095928,2024-11-15,E18,hydro,221501.0
1095929,2024-11-15,E18,thermal,6340.0
1096477,2024-11-16,E18,wind,3750.0
1096478,2024-11-16,E18,thermal,6340.0
1096479,2024-11-16,E18,hydro,221501.0
1096480,2024-11-16,E19,solar,1774.0
1097570,2024-11-17,E18,thermal,6340.0
1097571,2024-11-17,E18,wind,3750.0
1097572,2024-11-17,E19,solar,1774.0
1097573,2024-11-17,E18,hydro,221501.0
1098369,2024-11-18,E18,hydro,221501.0
1098370,2024-11-18,E19,solar,1774.0
1098371,2024-11-18,E18,wind,3750.0
1098372,2024-11-18,E18,thermal,6340.0
1099252,2024-11-19,E18,hydro,221501.0
1099253,2024-11-19,E19,solar,1774.0
1099254,2024-11-19,E18,wind,3750.0
1099255,2024-11-19,E18,thermal,6340.0
1099874,2024-11-20,E18,wind,3750.0
1099875,2024-11-20,E19,solar,1774.0
1099876,2024-11-20,E18,hydro,221501.0
1099877,2024-11-20,E18,thermal,6340.0
1100986,2024-11-21,E18,hydro,221501.0
1100987,2024-11-21,E18,thermal,6340.0
1100988,2024-11-21,E19,solar,1774.0
1100989,2024-11-21,E18,wind,3750.0
1101670,2024-11-22,E19,solar,1774.0
1101671,2024-11-22,E18,hydro,221501.0
1101672,2024-11-22,E18,wind,3750.0
1101673,2024-11-22,E18,thermal,6340.0
1102973,2024-11-23,E19,solar,1774.0
1102974,2024-11-23,E18,thermal,6340.0
1102975,2024-11-23,E18,hydro,221501.0
1102976,2024-11-23,E18,wind,3750.0
1103112,2024-11-24,E19,solar,1774.0
1103113,2024-11-24,E18,hydro,221501.0
1103114,2024-11-24,E18,wind,3750.0
1103115,2024-11-24,E18,thermal,6340.0
1104277,2024-11-25,E18,hydro,221501.0
1104278,2024-11-25,E18,thermal,6340.0
1104279,2024-11-25,E18,wind,3750.0
1104280,2024-11-25,E19,solar,1774.0
1104854,2024-11-26,E19,solar,1774.0
1104855,2024-11-26,E18,hydro,221501.0
1104856,2024-11-26,E18,wind,3750.0
1104857,2024-11-26,E18,thermal,6340.0
1105726,2024-11-27,E19,solar,1981.0
1105727,2024-11-27,E18,wind,3750.0
1105728,2024-11-27,E18,hydro,221501.0
1105729,2024-11-27,E18,thermal,6340.0
1106938,2024-11-28,E18,thermal,6340.0
1106939,2024-11-28,E19,solar,1989.0
1106940,2024-11-28,E18,hydro,221501.0
1106941,2024-11-28,E18,wind,3750.0
1107753,2024-11-29,E19,solar,1989.0
1107754,2024-11-29,E18,wind,3750.0
1107755,2024-11-29,E18,hydro,221501.0
1107756,2024-11-29,E18,thermal,6340.0
1108336,2024-11-30,E19,solar,1989.0
1108337,2024-11-30,E18,wind,3750.0
1108338,2024-11-30,E18,hydro,221501.0
1108339,2024-11-30,E18,thermal,6340.0
1109208,2024-12-01,E19,solar,1989.0
1109209,2024-12-01,E18,hydro,221501.0
1109210,2024-12-01,E18,wind,3750.0
1109211,2024-12-01,E18,thermal,6340.0
1110373,2024-12-02,E19,solar,2139.0
1110374,2024-12-02,E18,wind,3750.0
1110375,2024-12-02,E18,hydro,221501.0
1110376,2024-12-02,E18,thermal,6340.0
1110937,2024-12-03,E18,hydro,221501.0
1110938,2024-12-03,E18,wind,3750.0
1110939,2024-12-03,E18,thermal,6340.0
1110940,2024-12-03,E19,solar,2139.0
1112097,2024-12-04,E19,solar,2139.0
1112098,2024-12-04,E18,hydro,221501.0
1112099,2024-12-04,E18,wind,3750.0
1112100,2024-12-04,E18,thermal,6340.0
1112680,2024-12-05,E18,wind,3750.0
1112681,2024-12-05,E18,hydro,221501.0
1112682,2024-12-05,E19,solar,2139.0
1112683,2024-12-05,E18,thermal,6340.0
1114154,2024-12-06,E18,hydro,221501.0
1114155,2024-12-06,E18,wind,3750.0
